name,characteristics,cost_in_game,image
The Cat's Eye,Unique amulet / faster run/walk / IAS / dex,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Metalgrid,Unique amulet / +to-hit / all res / iron golem,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
The Rising Sun,Unique amulet / +fire skills / meteor proc,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Atma's Scarab,Unique amulet / amp damage proc / poison res,100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cline%20x1%3D%2234%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2266%22%20y1%3D%2220%22%20x2%3D%2250%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C46%2063%2C62%2050%2C84%2037%2C62%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Stone of Jordan,Unique ring / +1 skills / +mana,2000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Bul-Kathos' Wedding Band,Unique ring / +1 skills / life / leech,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Raven Frost,Unique ring / CBF / dex / cold absorb,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Wisp Projector,Unique ring / lightning absorb / oak/wisp charges,1000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Dwarf Star,Unique ring / fire absorb / +life / DR,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Nature's Peace,Unique ring / prevent monster heal / rest in peace,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Carrion Wind,Unique ring / poison res / twister + cast procs,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2260%22%20r%3D%2220%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%227%22%20fill%3D%22none%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2250%2C20%2059%2C34%2050%2C46%2041%2C34%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Dracul's Grasp,Unique gloves / life tap proc / open wounds / str,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2238%22%20y%3D%2244%22%20width%3D%2226%22%20height%3D%2226%22%20rx%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2228%22%20width%3D%225%22%20height%3D%2220%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2254%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2264%22%20y%3D%2248%22%20width%3D%229%22%20height%3D%2211%22%20rx%3D%224%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Magefist,Unique gloves / +1 fire skills / FCR / mana regen,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2238%22%20y%3D%2244%22%20width%3D%2226%22%20height%3D%2226%22%20rx%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2228%22%20width%3D%225%22%20height%3D%2220%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2254%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2264%22%20y%3D%2248%22%20width%3D%229%22%20height%3D%2211%22%20rx%3D%224%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Frostburn,Unique gloves / +max mana / cold damage,100,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2238%22%20y%3D%2244%22%20width%3D%2226%22%20height%3D%2226%22%20rx%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2228%22%20width%3D%225%22%20height%3D%2220%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2254%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2264%22%20y%3D%2248%22%20width%3D%229%22%20height%3D%2211%22%20rx%3D%224%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Soul Drainer,Unique gloves / -enemy res / mana+life leech,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2238%22%20y%3D%2244%22%20width%3D%2226%22%20height%3D%2226%22%20rx%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2228%22%20width%3D%225%22%20height%3D%2220%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2254%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2264%22%20y%3D%2248%22%20width%3D%229%22%20height%3D%2211%22%20rx%3D%224%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Steelrend,Unique gloves / +strength / enhanced damage / CB,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2238%22%20y%3D%2244%22%20width%3D%2226%22%20height%3D%2226%22%20rx%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2228%22%20width%3D%225%22%20height%3D%2220%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2254%22%20y%3D%2230%22%20width%3D%225%22%20height%3D%2218%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2264%22%20y%3D%2248%22%20width%3D%229%22%20height%3D%2211%22%20rx%3D%224%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Arachnid Mesh,Unique belt / +1 skills / FCR / slows target,2500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Verdungo's Hearty Cord,Unique belt / DR / vitality / stamina,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Nosferatu's Coil,Unique belt / IAS / slows target / leech,700,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Razortail,Unique belt / pierce / +max damage / dex,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Thundergod's Vigor,Unique belt / lightning absorb / +lightning skills,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
String of Ears,Unique belt / DR / life leech / durability,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2220%22%20y%3D%2244%22%20width%3D%2260%22%20height%3D%2214%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2243%22%20y%3D%2239%22%20width%3D%2214%22%20height%3D%2224%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2247%22%20y%3D%2246%22%20width%3D%226%22%20height%3D%2210%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
